,Sr No.,"Date of
Encashment",Name of the Political Party,"Account no. of
Political Party",Prefix,"Bond
Number",Denominations,"Pay Branch
Code",Pay Teller
7,2857,2019-04-25,SHIVSENA,*******4444,OL,2175,100000,300,6283527
8,2858,2019-04-25,SHIVSENA,*******4444,OL,2171,100000,300,6283527
9,2859,2019-04-25,SHIVSENA,*******4444,OL,2181,100000,300,6283527
10,2860,2019-04-25,SHIVSENA,*******4444,OL,2179,100000,300,6283527
11,2861,2019-04-25,SHIVSENA,*******4444,OL,2173,100000,300,6283527
12,2862,2019-04-25,SHIVSENA,*******4444,OL,2183,100000,300,6283527
13,2863,2019-04-25,SHIVSENA,*******4444,OL,2177,100000,300,6283527
14,2864,2019-04-26,BIHAR PRADESH JANTA DAL(UNITED),*******4875,OC,6421,10000000,152,6824692
15,2865,2019-04-26,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,7123,10000000,691,3300196
16,2866,2019-04-26,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,7135,10000000,691,3300196
17,2867,2019-04-26,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,6413,10000000,691,3300196
18,2868,2019-04-26,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,6412,10000000,691,3300196
19,2869,2019-04-26,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,6411,10000000,691,3300196
20,2870,2019-04-26,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,12872,1000000,691,3300196
21,2871,2019-04-26,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,12866,1000000,691,3300196
22,2872,2019-04-26,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,12870,1000000,691,3300196
23,2873,2019-04-26,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,12868,1000000,691,3300196
24,2874,2019-04-26,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,12864,1000000,691,3300196
25,2875,2019-04-26,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,12862,1000000,691,3300196
26,2876,2019-04-26,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,12860,1000000,691,3300196
27,2877,2019-04-26,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,13026,1000000,691,3300196
28,2878,2019-04-26,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,13024,1000000,691,3300196
29,2879,2019-04-26,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,13042,1000000,691,3300196
30,2880,2019-04-26,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,13020,1000000,691,3300196
31,2881,2019-04-26,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,13028,1000000,691,3300196
32,2882,2019-04-26,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,13030,1000000,691,3300196
33,2883,2019-04-26,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,13034,1000000,691,3300196
34,2884,2019-04-26,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,13046,1000000,691,3300196
35,2885,2019-04-26,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,13022,1000000,691,3300196
36,2886,2019-04-26,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,13032,1000000,691,3300196
0,2887,2019-04-26,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,13044,1000000,691,3300196
1,2888,2019-04-26,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,13018,1000000,691,3300196
2,2889,2019-04-26,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,13038,1000000,691,3300196
3,2890,2019-04-26,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,13040,1000000,691,3300196
4,2891,2019-04-26,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,13036,1000000,691,3300196
5,2892,2019-04-26,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,2187,100000,691,3300196
6,2893,2019-04-26,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,2189,100000,691,3300196
7,2894,2019-04-26,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,2185,100000,691,3300196
8,2895,2019-04-26,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,2191,100000,691,3300196
9,2896,2019-04-26,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,2193,100000,691,3300196
10,2897,2019-04-26,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,2162,100000,691,3300196
11,2898,2019-04-26,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,2158,100000,691,3300196
12,2899,2019-04-26,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,2160,100000,691,3300196
13,2900,2019-04-26,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,2166,100000,691,3300196
14,2901,2019-04-26,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OL,2164,100000,691,3300196
15,2902,2019-04-29,BHARATIYA JANATA PARTY,*******8244,OC,7147,10000000,691,3300196
16,2903,2019-04-29,BHARATIYA JANATA PARTY,*******8244,OC,7149,10000000,691,3300196
17,2904,2019-04-29,BHARATIYA JANATA PARTY,*******8244,OC,7145,10000000,691,3300196
18,2905,2019-04-29,BHARATIYA JANATA PARTY,*******8244,OC,7137,10000000,691,3300196
19,2906,2019-04-29,BHARATIYA JANATA PARTY,*******8244,OC,7141,10000000,691,3300196
20,2907,2019-04-29,BHARATIYA JANATA PARTY,*******8244,OC,7143,10000000,691,3300196
21,2908,2019-04-29,BHARATIYA JANATA PARTY,*******8244,OC,7139,10000000,691,3300196
22,2909,2019-04-29,BHARATIYA JANATA PARTY,*******8244,OC,5262,10000000,691,3300196
23,2910,2019-04-29,BHARATIYA JANATA PARTY,*******8244,OC,5261,10000000,691,3300196
24,2911,2019-04-29,BHARATIYA JANATA PARTY,*******8244,OC,5263,10000000,691,3300196
25,2912,2019-04-29,BHARATIYA JANATA PARTY,*******8244,OC,6423,10000000,691,3300196
26,2913,2019-04-29,BHARATIYA JANATA PARTY,*******8244,OC,6424,10000000,691,3300196
27,2914,2019-04-29,BHARATIYA JANATA PARTY,*******8244,OC,1451,10000000,691,3300196
28,2915,2019-04-29,BHARATIYA JANATA PARTY,*******8244,TL,12884,1000000,691,3300196
29,2916,2019-04-29,BHARATIYA JANATA PARTY,*******8244,TL,12920,1000000,691,3300196
30,2917,2019-04-29,BHARATIYA JANATA PARTY,*******8244,TL,12954,1000000,691,3300196
31,2918,2019-04-29,BHARATIYA JANATA PARTY,*******8244,TL,12926,1000000,691,3300196
32,2919,2019-04-29,BHARATIYA JANATA PARTY,*******8244,TL,12892,1000000,691,3300196
33,2920,2019-04-29,BHARATIYA JANATA PARTY,*******8244,TL,12924,1000000,691,3300196
34,2921,2019-04-29,BHARATIYA JANATA PARTY,*******8244,TL,12966,1000000,691,3300196
35,2922,2019-04-29,BHARATIYA JANATA PARTY,*******8244,TL,12898,1000000,691,3300196
36,2923,2019-04-29,BHARATIYA JANATA PARTY,*******8244,TL,12890,1000000,691,3300196
0,2924,2019-04-29,BHARATIYA JANATA PARTY,*******8244,TL,12952,1000000,691,3300196
1,2925,2019-04-29,BHARATIYA JANATA PARTY,*******8244,TL,12960,1000000,691,3300196
2,2926,2019-04-29,BHARATIYA JANATA PARTY,*******8244,TL,12932,1000000,691,3300196
3,2927,2019-04-29,BHARATIYA JANATA PARTY,*******8244,TL,12948,1000000,691,3300196
4,2928,2019-04-29,BHARATIYA JANATA PARTY,*******8244,TL,12888,1000000,691,3300196
5,2929,2019-04-29,BHARATIYA JANATA PARTY,*******8244,TL,12900,1000000,691,3300196
6,2930,2019-04-29,BHARATIYA JANATA PARTY,*******8244,TL,12918,1000000,691,3300196
7,2931,2019-04-29,BHARATIYA JANATA PARTY,*******8244,TL,12956,1000000,691,3300196
8,2932,2019-04-29,BHARATIYA JANATA PARTY,*******8244,TL,12906,1000000,691,3300196
9,2933,2019-04-29,BHARATIYA JANATA PARTY,*******8244,TL,12962,1000000,691,3300196
10,2934,2019-04-29,BHARATIYA JANATA PARTY,*******8244,TL,12910,1000000,691,3300196
11,2935,2019-04-29,BHARATIYA JANATA PARTY,*******8244,TL,12964,1000000,691,3300196
12,2936,2019-04-29,BHARATIYA JANATA PARTY,*******8244,TL,12894,1000000,691,3300196
13,2937,2019-04-29,BHARATIYA JANATA PARTY,*******8244,TL,12908,1000000,691,3300196
14,2938,2019-04-29,BHARATIYA JANATA PARTY,*******8244,TL,12886,1000000,691,3300196
15,2939,2019-04-29,BHARATIYA JANATA PARTY,*******8244,TL,12934,1000000,691,3300196
16,2940,2019-04-29,BHARATIYA JANATA PARTY,*******8244,TL,12958,1000000,691,3300196
17,2941,2019-04-29,BHARATIYA JANATA PARTY,*******8244,TL,12922,1000000,691,3300196
18,2942,2019-04-29,BHARATIYA JANATA PARTY,*******8244,TL,12950,1000000,691,3300196
19,2943,2019-04-29,BHARATIYA JANATA PARTY,*******8244,TL,12896,1000000,691,3300196
20,2944,2019-04-29,BHARATIYA JANATA PARTY,*******8244,TL,10951,1000000,691,3300196
21,2945,2019-04-29,BHARATIYA JANATA PARTY,*******8244,TL,10955,1000000,691,3300196
22,2946,2019-04-29,BHARATIYA JANATA PARTY,*******8244,TL,10952,1000000,691,3300196
23,2947,2019-04-29,BHARATIYA JANATA PARTY,*******8244,TL,10953,1000000,691,3300196
24,2948,2019-04-29,BHARATIYA JANATA PARTY,*******8244,TL,10956,1000000,691,3300196
25,2949,2019-04-29,BHARATIYA JANATA PARTY,*******8244,TL,10954,1000000,691,3300196
26,2950,2019-04-29,BHARATIYA JANATA PARTY,*******8244,TL,12651,1000000,691,3300196
27,2951,2019-04-29,BHARATIYA JANATA PARTY,*******8244,TL,12652,1000000,691,3300196
28,2952,2019-04-29,BHARATIYA JANATA PARTY,*******8244,TL,12659,1000000,691,3300196
29,2953,2019-04-29,BHARATIYA JANATA PARTY,*******8244,TL,12660,1000000,691,3300196
30,2954,2019-04-29,BHARATIYA JANATA PARTY,*******8244,TL,12609,1000000,691,3300196
31,2955,2019-04-29,BHARATIYA JANATA PARTY,*******8244,TL,12694,1000000,691,3300196
32,2956,2019-04-29,BHARATIYA JANATA PARTY,*******8244,TL,12621,1000000,691,3300196
33,2957,2019-04-29,BHARATIYA JANATA PARTY,*******8244,TL,12631,1000000,691,3300196
34,2958,2019-04-29,BHARATIYA JANATA PARTY,*******8244,TL,12649,1000000,691,3300196
35,2959,2019-04-29,BHARATIYA JANATA PARTY,*******8244,TL,12648,1000000,691,3300196
36,2960,2019-04-29,BHARATIYA JANATA PARTY,*******8244,TL,12710,1000000,691,3300196
0,2961,2019-04-29,BHARATIYA JANATA PARTY,*******8244,TL,12709,1000000,691,3300196
1,2962,2019-04-29,BHARATIYA JANATA PARTY,*******8244,TL,4202,1000000,691,3300196
2,2963,2019-04-29,BHARATIYA JANATA PARTY,*******8244,OL,3161,100000,691,3300196
3,2964,2019-04-29,BHARATIYA JANATA PARTY,*******8244,OL,3149,100000,691,3300196
4,2965,2019-04-29,BHARATIYA JANATA PARTY,*******8244,OL,3150,100000,691,3300196
5,2966,2019-04-29,BHARATIYA JANATA PARTY,*******8244,OL,3148,100000,691,3300196
6,2967,2019-04-29,BHARATIYA JANATA PARTY,*******8244,OL,3147,100000,691,3300196
7,2968,2019-04-29,JAMMU AND KASHMIR NATIONAL CONFERENCE,*******1399,TL,12677,1000000,2295,4056574
8,2969,2019-04-29,JAMMU AND KASHMIR NATIONAL CONFERENCE,*******1399,TL,12675,1000000,2295,4056574
9,2970,2019-04-29,JAMMU AND KASHMIR NATIONAL CONFERENCE,*******1399,TL,12678,1000000,2295,4056574
10,2971,2019-04-29,JAMMU AND KASHMIR NATIONAL CONFERENCE,*******1399,TL,12676,1000000,2295,4056574
11,2972,2019-04-29,JAMMU AND KASHMIR NATIONAL CONFERENCE,*******1399,TL,12679,1000000,2295,4056574
12,2973,2019-04-30,SHIVSENA,*******4444,TL,12916,1000000,300,6283527
13,2974,2019-04-30,SHIVSENA,*******4444,TL,12914,1000000,300,6283527
14,2975,2019-04-30,SHIVSENA,*******4444,TL,12912,1000000,300,6283527
15,2976,2019-04-30,SHIVSENA,*******4444,OL,18799,100000,300,6283527
16,2977,2019-04-30,SHIVSENA,*******4444,OL,23701,100000,300,6283527
17,2978,2019-04-30,SHIVSENA,*******4444,OL,23705,100000,300,6283527
18,2979,2019-04-30,SHIVSENA,*******4444,OL,23703,100000,300,6283527
19,2980,2019-04-30,SHIVSENA,*******4444,OL,23702,100000,300,6283527
20,2981,2019-04-30,SHIVSENA,*******4444,OL,23704,100000,300,6283527
21,2982,2019-04-30,SHIVSENA,*******4444,OL,23708,100000,300,6283527
22,2983,2019-04-30,SHIVSENA,*******4444,OL,23706,100000,300,6283527
23,2984,2019-05-02,BHARATIYA JANATA PARTY,*******8244,OC,7136,10000000,691,3300196
24,2985,2019-05-02,BHARATIYA JANATA PARTY,*******8244,OC,7134,10000000,691,3300196
25,2986,2019-05-02,BHARATIYA JANATA PARTY,*******8244,OL,2168,100000,691,3300196
26,2987,2019-05-03,BHARATIYA JANATA PARTY,*******8244,OC,6452,10000000,691,3300196
27,2988,2019-05-03,BHARATIYA JANATA PARTY,*******8244,OC,6451,10000000,691,3300196
28,2989,2019-05-03,BHARATIYA JANATA PARTY,*******8244,OC,6453,10000000,691,3300196
29,2990,2019-05-03,BHARATIYA JANATA PARTY,*******8244,OC,6455,10000000,691,3300196
30,2991,2019-05-03,BHARATIYA JANATA PARTY,*******8244,OC,6454,10000000,691,3300196
31,2992,2019-05-04,SHIVSENA,*******4444,TL,13027,1000000,300,1394932
32,2993,2019-05-04,SHIVSENA,*******4444,TL,13029,1000000,300,1394932
33,2994,2019-05-04,SHIVSENA,*******4444,OL,2184,100000,300,1394932
34,2995,2019-05-04,SHIVSENA,*******4444,OL,2182,100000,300,1394932
35,2996,2019-05-04,SHIVSENA,*******4444,OL,2180,100000,300,1394932
36,2997,2019-05-04,SHIVSENA,*******4444,OL,2188,100000,300,1394932
0,2998,2019-05-04,SHIVSENA,*******4444,OL,2186,100000,300,1394932
1,2999,2019-05-08,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,6384,10000000,1,3476510
2,3000,2019-05-08,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,6381,10000000,1,3476510
3,3001,2019-05-08,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,6385,10000000,1,3476510
4,3002,2019-05-08,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,6383,10000000,1,3476510
5,3003,2019-05-08,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,6382,10000000,1,3476510
6,3004,2019-05-08,BHARAT RASHTRA SAMITHI,*******7477,OC,6714,10000000,847,3367975
7,3005,2019-05-08,BHARAT RASHTRA SAMITHI,*******7477,OC,6726,10000000,847,3367975
8,3006,2019-05-08,BHARAT RASHTRA SAMITHI,*******7477,OC,6716,10000000,847,3367975
9,3007,2019-05-08,BHARAT RASHTRA SAMITHI,*******7477,OC,6728,10000000,847,3367975
10,3008,2019-05-08,BHARAT RASHTRA SAMITHI,*******7477,OC,6727,10000000,847,3367975
11,3009,2019-05-08,BHARAT RASHTRA SAMITHI,*******7477,OC,6732,10000000,847,3367975
12,3010,2019-05-08,BHARAT RASHTRA SAMITHI,*******7477,OC,6730,10000000,847,3367975
13,3011,2019-05-08,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,6461,10000000,691,3300196
14,3012,2019-05-08,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,12725,1000000,691,3300196
15,3013,2019-05-08,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,12722,1000000,691,3300196
16,3014,2019-05-08,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,12717,1000000,691,3300196
17,3015,2019-05-08,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,12718,1000000,691,3300196
18,3016,2019-05-08,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,12724,1000000,691,3300196
19,3017,2019-05-08,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,12726,1000000,691,3300196
20,3018,2019-05-08,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,12723,1000000,691,3300196
21,3019,2019-05-08,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,12721,1000000,691,3300196
22,3020,2019-05-08,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,12720,1000000,691,3300196
23,3021,2019-05-08,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,12719,1000000,691,3300196
24,3022,2019-05-09,NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,*******6138,TL,12550,1000000,300,6479510
25,3023,2019-05-09,NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,*******6138,TL,12547,1000000,300,6479510
26,3024,2019-05-09,NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,*******6138,TL,12553,1000000,300,6479510
27,3025,2019-05-09,NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,*******6138,TL,12556,1000000,300,6479510
28,3026,2019-05-09,NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,*******6138,TL,12557,1000000,300,6479510
29,3027,2019-05-09,NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,*******6138,TL,12548,1000000,300,6479510
30,3028,2019-05-09,NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,*******6138,TL,12554,1000000,300,6479510
31,3029,2019-05-09,NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,*******6138,TL,12549,1000000,300,6479510
32,3030,2019-05-09,NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,*******6138,TL,12552,1000000,300,6479510
33,3031,2019-05-09,NATIONALIST CONGRESS PARTY MAHARASHTRA PRADESH,*******6138,TL,12555,1000000,300,6479510
34,3032,2019-05-09,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,6394,10000000,691,3300196
35,3033,2019-05-09,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,6391,10000000,691,3300196
36,3034,2019-05-09,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,6392,10000000,691,3300196
0,3035,2019-05-09,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,6387,10000000,691,3300196
1,3036,2019-05-09,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,6390,10000000,691,3300196
2,3037,2019-05-09,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,6396,10000000,691,3300196
3,3038,2019-05-09,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,6393,10000000,691,3300196
4,3039,2019-05-09,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,6388,10000000,691,3300196
5,3040,2019-05-09,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,6395,10000000,691,3300196
6,3041,2019-05-09,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,6389,10000000,691,3300196
7,3042,2019-05-09,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,6709,10000000,691,3300196
8,3043,2019-05-09,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,6707,10000000,691,3300196
9,3044,2019-05-09,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,6711,10000000,691,3300196
10,3045,2019-05-09,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,6705,10000000,691,3300196
11,3046,2019-05-09,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,6713,10000000,691,3300196
12,3047,2019-05-10,ADYAKSHA SAMAJVADI PARTY,*******9326,OC,7307,10000000,125,3911012
13,3048,2019-05-10,ADYAKSHA SAMAJVADI PARTY,*******9326,OC,7308,10000000,125,3911012
14,3049,2019-05-10,ADYAKSHA SAMAJVADI PARTY,*******9326,OC,7303,10000000,125,3911012
15,3050,2019-05-10,ADYAKSHA SAMAJVADI PARTY,*******9326,OC,7305,10000000,125,3911012
16,3051,2019-05-10,ADYAKSHA SAMAJVADI PARTY,*******9326,OC,7304,10000000,125,3911012
17,3052,2019-05-10,ADYAKSHA SAMAJVADI PARTY,*******9326,OC,7301,10000000,125,3911012
18,3053,2019-05-10,ADYAKSHA SAMAJVADI PARTY,*******9326,OC,7310,10000000,125,3911012
19,3054,2019-05-10,ADYAKSHA SAMAJVADI PARTY,*******9326,OC,7306,10000000,125,3911012
20,3055,2019-05-10,ADYAKSHA SAMAJVADI PARTY,*******9326,OC,7302,10000000,125,3911012
21,3056,2019-05-10,ADYAKSHA SAMAJVADI PARTY,*******9326,OC,7309,10000000,125,3911012
22,3057,2019-05-10,BHARATIYA JANATA PARTY,*******8244,OC,7144,10000000,691,4567455
23,3058,2019-05-10,BHARATIYA JANATA PARTY,*******8244,OC,7258,10000000,691,4567455
24,3059,2019-05-10,BHARATIYA JANATA PARTY,*******8244,OC,7256,10000000,691,4567455
25,3060,2019-05-10,BHARATIYA JANATA PARTY,*******8244,OC,7146,10000000,691,4567455
26,3061,2019-05-10,BHARATIYA JANATA PARTY,*******8244,OC,7254,10000000,691,4567455
27,3062,2019-05-10,BHARATIYA JANATA PARTY,*******8244,OC,7148,10000000,691,4567455
28,3063,2019-05-10,BHARATIYA JANATA PARTY,*******8244,OC,7142,10000000,691,4567455
29,3064,2019-05-10,BHARATIYA JANATA PARTY,*******8244,OC,7150,10000000,691,4567455
30,3065,2019-05-10,BHARATIYA JANATA PARTY,*******8244,OC,7260,10000000,691,4567455
31,3066,2019-05-10,BHARATIYA JANATA PARTY,*******8244,OC,7291,10000000,691,4567455
32,3067,2019-05-10,BHARATIYA JANATA PARTY,*******8244,OC,7268,10000000,691,4567455
33,3068,2019-05-10,BHARATIYA JANATA PARTY,*******8244,OC,7287,10000000,691,4567455
34,3069,2019-05-10,BHARATIYA JANATA PARTY,*******8244,OC,7289,10000000,691,4567455
35,3070,2019-05-10,BHARATIYA JANATA PARTY,*******8244,OC,7272,10000000,691,4567455
36,3071,2019-05-10,BHARATIYA JANATA PARTY,*******8244,OC,7266,10000000,691,4567455
0,3072,2019-05-10,BHARATIYA JANATA PARTY,*******8244,OC,7264,10000000,691,4567455
1,3073,2019-05-10,BHARATIYA JANATA PARTY,*******8244,OC,7262,10000000,691,4567455
2,3074,2019-05-10,BHARATIYA JANATA PARTY,*******8244,OC,7270,10000000,691,4567455
3,3075,2019-05-10,BHARATIYA JANATA PARTY,*******8244,OC,7274,10000000,691,4567455
4,3076,2019-05-10,BHARATIYA JANATA PARTY,*******8244,OC,7299,10000000,691,4567455
5,3077,2019-05-10,BHARATIYA JANATA PARTY,*******8244,OC,7505,10000000,691,4567455
6,3078,2019-05-10,BHARATIYA JANATA PARTY,*******8244,OC,7507,10000000,691,4567455
7,3079,2019-05-10,BHARATIYA JANATA PARTY,*******8244,OC,7509,10000000,691,4567455
8,3080,2019-05-10,BHARATIYA JANATA PARTY,*******8244,OC,7293,10000000,691,4567455
9,3081,2019-05-10,BHARATIYA JANATA PARTY,*******8244,OC,7501,10000000,691,4567455
10,3082,2019-05-10,BHARATIYA JANATA PARTY,*******8244,OC,7511,10000000,691,4567455
11,3083,2019-05-10,BHARATIYA JANATA PARTY,*******8244,OC,7503,10000000,691,4567455
12,3084,2019-05-10,BHARATIYA JANATA PARTY,*******8244,OC,7295,10000000,691,4567455
13,3085,2019-05-10,BHARATIYA JANATA PARTY,*******8244,OC,7297,10000000,691,4567455
14,3086,2019-05-10,BHARATIYA JANATA PARTY,*******8244,OC,7513,10000000,691,4567455
15,3087,2019-05-10,BHARATIYA JANATA PARTY,*******8244,OC,7278,10000000,691,4567455
16,3088,2019-05-10,BHARATIYA JANATA PARTY,*******8244,OC,7292,10000000,691,4567455
17,3089,2019-05-10,BHARATIYA JANATA PARTY,*******8244,OC,7286,10000000,691,4567455
18,3090,2019-05-10,BHARATIYA JANATA PARTY,*******8244,OC,7296,10000000,691,4567455
19,3091,2019-05-10,BHARATIYA JANATA PARTY,*******8244,OC,7294,10000000,691,4567455
20,3092,2019-05-10,BHARATIYA JANATA PARTY,*******8244,OC,7280,10000000,691,4567455
21,3093,2019-05-10,BHARATIYA JANATA PARTY,*******8244,OC,7290,10000000,691,4567455
22,3094,2019-05-10,BHARATIYA JANATA PARTY,*******8244,OC,7288,10000000,691,4567455
23,3095,2019-05-10,BHARATIYA JANATA PARTY,*******8244,OC,7276,10000000,691,4567455
24,3096,2019-05-10,BHARATIYA JANATA PARTY,*******8244,OC,7298,10000000,691,4567455
25,3097,2019-05-10,BHARATIYA JANATA PARTY,*******8244,OC,7282,10000000,691,4567455
26,3098,2019-05-10,BHARATIYA JANATA PARTY,*******8244,OC,7284,10000000,691,4567455
27,3099,2019-05-10,BHARATIYA JANATA PARTY,*******8244,OC,7283,10000000,691,4567455
28,3100,2019-05-10,BHARATIYA JANATA PARTY,*******8244,OC,7259,10000000,691,4567455
29,3101,2019-05-10,BHARATIYA JANATA PARTY,*******8244,OC,7261,10000000,691,4567455
30,3102,2019-05-10,BHARATIYA JANATA PARTY,*******8244,OC,7271,10000000,691,4567455
31,3103,2019-05-10,BHARATIYA JANATA PARTY,*******8244,OC,7263,10000000,691,4567455
32,3104,2019-05-10,BHARATIYA JANATA PARTY,*******8244,OC,7279,10000000,691,4567455
33,3105,2019-05-10,BHARATIYA JANATA PARTY,*******8244,OC,7273,10000000,691,4567455
